F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F28.1,F29,Target
3.9,4.3,3.5,12.6,3.2,2.3,10534.293,115.686,0.46,18520.0,77.685,89.84058250999999,95.50092000000001,6.6,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,4.4,87.0,68.25,100.0,100.0,100.0,98.0,99.0,14.3
11.8,12.9,10.7,14.1,10.7,8.4,67.675,156.3825,0.012,7090.0,72.73599999999999,89.84058250999999,98.37939,10.4,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,96.0,90.0,85.0,92.0,17.4
48.6,54.5,42.4,61.6,41.5,15.0,27760.267,588.666,29.595,1510.0,68.287,99.38703,92.14991,4.8,67.09999847,26.4,46.6,37.9,4.0,0.9,19.0,4.2,12.8,95.0,53.1,87.0,98.0,81.0,100.0,100.0,75.3
22.0,23.3,20.7,35.6,19.7,13.0,4152.369,136.683,2.977,4730.0,72.832,94.9320113,89.16238,7.3,51.5,26.5,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,85.7,85.0,86.0,81.0,92.0,92.0,43.1
21.1,21.1,21.1,12.2,18.0,10.3,1.426,156.3825,0.001,4730.0,72.73599999999999,89.84058250999999,95.50092000000001,0.0,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,14.2
76.5,79.7,73.2,88.5,57.0,31.9,24799.88,939.589,70.082,1070.0,65.493,63.9094,78.16608,9.25,29.6,11.5,76.3,37.2,43.1,18.5,57.7,15.2,5.0,9.0,29.5,55.0,72.0,47.0,53.0,93.0,126.0
72.8,78.3,67.1,63.5,48.3,26.7,41609.728,1559.624,106.811,820.0,57.134,87.38124,84.00683,7.7,58.1,31.9,85.2,53.6,16.1,3.6,35.3,6.7,4.7,87.0,97.6,59.0,82.0,52.0,32.0,32.0,97.8
10.1,11.4,8.7,16.6,8.7,4.7,45190.18,494.153,5.269,3120.0,68.494,99.70679,91.13396,4.2,40.8,18.0,86.4,6.0,11.75,3.05,28.5,5.2,6.6,87.0,18.3,98.0,98.0,98.0,94.0,96.0,19.4
41.5,47.1,35.5,43.9,33.5,17.4,111.542,2.732,0.114,2900.0,68.978,89.84058250999999,95.50092000000001,18.0,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,98.0,90.0,85.0,92.0,56.4
5.8,6.3,5.2,10.6,4.5,2.8,11253.665,109.642,0.595,5460.0,79.143,99.83093,99.83509,5.3,70.19999695,48.6,77.2,17.1,11.75,3.05,28.5,5.2,6.6,87.0,88.0,94.0,96.0,89.0,91.0,94.0,13.3
112.1,120.0,103.6,80.5,75.6,40.4,3541.54,118.02,12.863,1000.0,58.582,58.01511,74.37648,33.7,81.3,45.9,60.6,46.5,20.3,3.5,22.5,12.2,6.6,100.0,22.6,50.0,52.0,48.0,26.0,51.0,124.7
37.9,40.8,34.8,36.7,30.9,19.9,32664.942,1143.989,42.418,2640.0,69.042,78.16945,95.50092000000001,14.8,30.60000038,25.1,61.8,35.7,6.4,1.8,26.4,5.6,15.0,87.0,28.4,79.0,91.0,56.0,73.0,76.0,46.0
12.2,13.4,10.9,24.2,10.5,7.7,21045.394,373.262,4.572,2580.0,74.941,91.18135934,94.13999,16.6,79.9,75.8,86.6,83.9,21.1,3.7,17.3,14.7,0.8,87.0,92.4,91.0,99.0,90.0,92.0,88.0,28.9
24.7,26.5,22.8,45.2,20.9,13.8,10056.181,215.528,5.259,5240.0,73.396,89.53873319,93.03038,11.0,65.2,7.8,87.7,12.0,3.1,0.3,9.8,2.2,8.3,87.0,18.5,86.0,87.0,84.0,83.0,87.0,58.3
15.2,15.9,14.4,59.8,11.5,9.0,73639.596,1288.624,20.279,10410.0,73.979,90.81672065,97.48598,11.0,39.0,41.6,67.5,21.6,1.7,0.3,12.3,0.8,6.6,87.0,68.9,100.0,100.0,99.0,90.0,97.0,72.0
16.4,17.6,15.1,24.7,14.1,7.6,868.406,18.369,0.307,3680.0,69.245,89.84058250999999,99.05682,10.2,57.3,39.8,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,98.0,100.0,95.0,83.0,94.0,29.6
2.8,3.0,2.6,8.7,2.1,1.5,2035.012,20.319,0.059,23610.0,79.341,99.68961,97.1768,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,99.0,100.0,99.0,100.0,100.0,10.4
100.6,106.7,94.3,78.1,57.6,34.1,1776.103,66.915,6.385,610.0,58.491,49.95741,69.30743,10.2,51.6,33.5,33.8,31.4,18.1,4.4,24.4,9.9,1.8,93.0,21.1,89.0,92.0,85.0,68.0,70.0,164.6
27.7,30.9,24.4,32.1,24.5,18.4,1346.35,19.634,0.551,15040.0,70.124,98.78751,97.38833,18.8,41.20000076,12.8,83.4,22.4,11.75,3.05,28.5,5.2,4.9,87.0,27.8,94.0,98.0,93.0,92.0,92.0,36.8
9.5,10.7,8.2,16.4,8.1,5.0,20.414,156.3825,0.004,4730.0,72.73599999999999,89.84058250999999,98.44143,3.0,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,98.0,90.0,100.0,100.0,19.1
25.9,27.8,23.9,41.3,20.3,11.3,2030.738,47.208,1.233,7480.0,53.183,84.4709,87.28565,13.1,40.0,20.3,45.5,5.9,11.2,3.8,31.4,7.2,11.2,75.0,65.2,96.0,99.0,92.0,62.0,75.0,52.8
14.3,15.0,13.6,35.7,12.8,7.2,3215.988,41.007,0.582,3980.0,76.918,95.93863978,79.89253,6.9,42.9,38.6,78.3,31.0,5.2,1.7,19.3,9.1,23.4,87.0,75.6,95.0,96.0,94.0,94.0,95.0,41.2
47.4,49.8,44.9,64.1,37.7,19.1,101.093,156.3825,0.095,2110.0,72.73599999999999,89.84058250999999,95.50092000000001,9.25,51.5,69.0,66.44999999999999,81.7,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,98.0,90.0,85.0,92.0,87.6
4.0,4.4,3.6,7.0,3.3,2.3,82162.512,699.441,2.885,43980.0,80.414,89.84058250999999,99.76042,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,3.5,87.0,68.25,100.0,100.0,100.0,100.0,100.0,8.5
5.1,5.5,4.6,7.8,4.4,3.0,62417.431,761.07,4.091,37780.0,80.17,89.84058250999999,99.80582,7.6,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,9.2
16.0,17.4,14.5,28.7,13.8,7.7,3544.864,43.549,0.765,1980.0,69.317,98.52359,90.10514,6.0,64.5,45.5,17.8,2.4,3.2,0.5,10.3,5.1,9.1,87.0,59.8,96.0,99.0,93.0,85.0,89.0,34.9
118.1,123.6,112.4,118.3,79.6,37.3,720.213,26.298,2.948,14540.0,51.088,93.94134,56.28042,12.8,51.5,23.5,66.44999999999999,37.2,11.0,3.05,35.0,2.8,8.3,87.0,33.3,94.0,98.0,90.0,85.0,92.0,189.6
180.0,189.7,170.1,108.3,108.3,50.1,9556.873,415.682,71.128,4730.0,51.219,89.84058250999999,95.50092000000001,9.25,26.29999924,9.1,15.6,35.4,31.6,11.6,41.9,13.2,4.7,12.0,1.2,29.0,66.0,7.0,23.0,52.0,180.0
157.6,164.8,150.2,143.7,96.4,43.3,19618.432,803.274,119.921,4060.0,51.093,70.14008,85.65122,12.4,54.9,11.3,77.2,37.0,15.6,6.6,29.2,8.2,6.6,55.0,44.7,51.0,60.0,38.0,58.0,85.0,243.2
103.6,112.9,94.0,61.3,69.0,34.6,1203.33,34.97,3.555,3300.0,48.718,87.43657,85.60941,8.7,54.5,44.1,66.3,10.7,5.8,1.0,30.9,0.8,10.8,41.0,51.6,71.0,91.0,65.0,57.0,64.0,83.3
110.1,118.1,102.0,85.2,72.9,35.8,6154.813,194.71,20.908,560.0,57.062,57.09337923,94.25717,11.1,46.0,62.4,44.0,63.8,16.6,4.2,29.7,4.8,1.6,22.0,31.6,61.0,89.0,40.0,13.0,26.0,147.0
13.2,13.9,12.4,31.3,11.4,6.8,245.619,7.179,0.093,2870.0,71.017,82.56803,95.50092000000001,10.2,71.9,40.1,67.8,31.7,11.75,3.05,28.5,5.2,4.7,87.0,22.9,90.0,98.0,87.0,57.0,64.0,38.5
12.3,13.4,11.1,28.8,10.6,7.6,69518.555,824.017,10.133,4420.0,74.126,93.50647575,89.68001,6.6,49.59999847,15.1,66.44999999999999,37.2,7.0,0.6,15.6,4.7,8.0,87.0,47.2,96.0,97.0,95.0,96.0,95.0,35.0
10.3,11.3,9.2,20.2,8.7,5.4,3380.008,49.495,0.509,11860.0,77.005,98.07270629,99.47251,8.7,59.3,65.2,34.7,27.0,5.4,1.6,14.7,2.4,9.4,87.0,68.25,100.0,100.0,100.0,100.0,100.0,23.1
31.8,34.4,29.1,54.1,24.8,15.3,242325.638,4331.1,134.447,2940.0,69.366,92.58169512,99.08067,8.8,29.3,32.0,84.6,50.0,17.9,4.9,35.6,13.3,14.0,76.0,62.3,82.0,92.0,74.0,54.0,73.0,81.6
8.3,8.8,7.8,16.7,7.1,5.1,2243.142,24.326,0.196,12350.0,73.339,99.78384,95.83869,5.2,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,99.0,100.0,96.0,85.0,92.0,20.6
4.8,5.1,4.4,6.4,4.1,2.1,48391.343,479.395,2.615,20870.0,80.642,89.84058250999999,98.87197,3.8,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,98.0,100.0,88.0,100.0,100.0,7.5
30.4,32.8,27.9,55.5,24.2,14.5,14757.316,473.216,13.918,2870.0,71.172,75.1834,98.61178,11.4,55.5,49.6,71.3,46.2,13.0,3.05,48.0,1.1,4.9,28.0,76.0,92.0,98.0,87.0,78.0,87.0,78.0
53.7,57.0,50.3,96.3,42.0,24.7,738.267,14.832,0.768,2070.0,67.185,52.81469107,89.90232,9.9,59.0,48.7,66.7,65.7,12.7,3.2,33.5,5.9,7.6,87.0,96.2,96.0,100.0,94.0,44.0,73.0,138.4
42.5,47.4,37.4,85.1,36.2,19.4,14305.183,317.179,13.43,830.0,63.125,73.90002557,95.93016,11.3,65.2,73.5,82.3,43.4,28.3,6.7,39.9,10.9,1.6,92.0,82.7,64.0,87.0,58.0,31.0,73.0,116.7
110.1,118.1,102.0,85.2,72.9,35.8,6154.813,194.71,20.908,560.0,57.062,57.09337923,94.25717,11.1,46.0,62.4,44.0,63.8,16.6,4.2,29.7,4.8,1.6,22.0,31.6,61.0,89.0,40.0,13.0,26.0,147.0
15.6,17.1,14.1,48.8,13.9,9.7,196655.014,2995.976,44.006,10720.0,73.488,90.29820984,95.50092000000001,8.39,43.0,41.0,69.9,25.2,1.7,3.05,7.0,1.98,7.3,87.0,95.7,98.0,100.0,85.0,79.0,85.0,58.0
3.4,3.6,3.2,4.6,2.4,1.1,126497.241,1072.993,3.688,45180.0,83.394,89.84058250999999,99.97133,7.8,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,6.4
26.2,28.9,23.3,40.8,22.1,11.7,54.816,156.3825,0.028,3910.0,72.73599999999999,89.84058250999999,99.40376,17.9,72.5,31.3,77.0,53.1,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,92.0,99.0,75.0,83.0,51.9
8.7,9.5,7.8,15.7,7.7,4.7,17269.525,245.427,2.148,12280.0,79.12,98.55367609,93.82013,5.9,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,9.5,87.0,68.25,96.0,99.0,75.0,96.0,98.0,18.7
6.5,7.1,5.9,14.8,5.6,3.4,28859.154,579.122,3.598,8420.0,74.221,93.11788558,95.50092000000001,10.5,51.5,34.0,66.44999999999999,37.2,12.9,3.05,17.2,5.2,6.6,87.0,17.6,100.0,100.0,99.0,96.0,96.0,17.2
21.6,21.0,22.2,33.7,18.4,10.5,552.267,17.301,0.365,1110.0,67.852,89.84058250999999,95.50092000000001,12.5,75.0,73.7,81.4,67.4,11.8,2.4,32.8,4.3,2.5,87.0,68.25,94.0,98.0,90.0,85.0,98.0,41.8
65.6,71.6,59.4,68.5,49.3,24.5,1534.262,41.62,2.636,7980.0,62.703,88.38389,95.50092000000001,14.3,71.40000153,6.2,61.8,8.6,8.4,2.2,25.1,4.0,5.6,87.0,36.0,87.0,95.0,41.0,33.0,33.0,94.4
78.3,82.7,73.7,160.8,58.2,27.4,4128.572,156.565,11.947,240.0,56.786,60.77754,95.50092000000001,13.7,44.1,34.0,50.8,40.6,14.9,2.3,41.8,2.8,3.9,96.0,68.25,73.0,88.0,60.0,18.0,29.0,241.2
12.8,13.2,12.3,16.9,10.3,6.6,104.89,2.037,0.027,7220.0,75.956,89.84058250999999,97.45839,9.0,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,97.0,90.0,97.0,96.0,21.0
22.4,24.5,20.2,41.3,19.1,12.8,6568.29,157.651,3.44,2970.0,72.477,93.87091509,85.67698,6.3,47.1,24.4,66.6,14.3,3.4,3.05,17.5,1.1,7.1,87.0,93.4,86.0,99.0,66.0,71.0,90.0,52.6
67.8,74.1,61.3,85.5,46.3,21.5,5415.28,192.717,12.703,430.0,61.597,67.77046,34.88901,14.1,77.90000153,52.0,42.5,61.7,34.5,12.8,43.7,14.9,1.6,46.0,68.0,94.0,98.0,90.0,85.0,92.0,137.7
79.3,84.6,73.8,85.7,58.8,31.6,753.943,27.759,2.122,770.0,61.061,74.93553,95.50092000000001,25.0,24.89999962,20.8,34.3,45.1,11.75,3.05,28.5,5.2,21.5,87.0,82.3,95.0,91.0,97.0,36.0,50.0,121.7
20.5,22.6,18.2,40.2,18.3,14.5,4329.026,50.85,1.07,2860.0,73.737,99.72504,100.0,4.9,69.0,54.8,43.1,16.6,1.1,0.5,11.3,1.6,19.9,87.0,99.9,98.0,100.0,96.0,95.0,96.0,46.9
146.4,151.0,141.6,104.8,81.6,34.3,16967.845,730.005,101.276,570.0,55.439,28.7292136,58.34438,16.2,19.6,24.8,61.1,80.1,25.7,7.2,35.0,11.1,6.6,87.0,33.7,79.0,95.0,73.0,17.0,50.0,208.4
67.6,69.9,65.2,96.7,45.4,25.2,46218.486,1912.861,121.684,540.0,58.199,73.2055,98.22883,8.4,48.7,49.8,91.9,51.0,15.8,3.8,42.0,4.8,5.5,97.0,58.5,53.0,79.0,44.0,10.0,20.0,157.9
70.0,74.3,65.5,99.2,52.9,25.1,10123.787,266.231,18.514,700.0,62.095,48.68502206,95.50092000000001,24.6,44.29999924,40.7,90.1,34.9,17.7,6.2,28.5,10.2,3.9,36.0,3.1,69.0,85.0,51.0,17.0,24.0,143.0
2.6,2.9,2.3,6.1,2.0,1.2,5187.933,47.029,0.131,42930.0,81.126,95.85732781,95.50092000000001,8.1,51.5,34.0,66.44999999999999,37.2,3.3,0.4,4.4,3.6,2.6,87.0,68.25,100.0,100.0,90.0,100.0,100.0,7.5
6.3,6.7,5.8,16.7,5.4,3.7,9966.116,99.753,0.624,12730.0,74.414,99.04557,97.98347,8.5,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,18.7
125.8,128.1,123.3,134.8,78.9,39.3,10221.808,394.195,47.506,440.0,54.097,41.04688,76.95124,12.2,40.2,48.1,32.4,37.2,20.8,6.7,40.0,8.3,6.6,88.0,41.1,74.0,90.0,65.0,18.0,32.0,228.2
5.1,5.7,4.5,11.1,4.4,3.3,4395.56,42.965,0.232,13850.0,76.64,98.82636,95.86382,4.8,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,99.0,100.0,97.0,99.0,99.0,12.9
82.9,85.9,79.8,114.2,52.7,27.4,13474.959,622.268,46.315,1160.0,49.025,71.2113,92.66735,11.0,56.5,60.9,94.3,41.7,14.6,2.9,45.4,5.2,8.4,72.0,77.4,61.0,87.0,46.0,48.0,57.0,192.8
10.9,11.6,10.2,14.0,9.3,5.4,2818.042,49.957,0.607,48900.0,74.576,93.90620595,98.21081,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,9.0,87.0,68.25,99.0,99.0,99.0,100.0,100.0,16.9
28.3,32.3,24.0,48.0,25.0,14.4,16206.75,344.858,10.61,8220.0,67.017,99.69386,99.68267,5.8,64.19999695,16.8,49.9,16.2,3.9,0.9,16.8,4.7,16.9,87.0,92.0,95.0,99.0,90.0,97.0,97.0,57.0
10.0,10.4,9.6,17.5,8.6,3.9,1323.535,23.405,0.232,15920.0,75.057,91.92275,95.50092000000001,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,100.0,90.0,85.0,100.0,20.5
139.1,144.7,133.4,109.7,86.3,43.2,8575.172,287.651,38.625,250.0,50.411,67.15936,95.50092000000001,11.19999981,51.5,69.3,69.7,79.1,28.8,7.8,57.7,5.8,2.7,83.0,98.0,72.0,83.0,71.0,46.0,49.0,182.6
89.5,94.9,83.9,94.2,71.8,32.9,905.564,26.031,2.248,1270.0,57.937,89.84058250999999,44.59148,10.2,67.1,1.3,34.7,18.4,22.9,4.9,30.8,10.0,10.2,95.0,0.4,88.0,99.0,54.0,50.0,63.0,121.6
127.2,134.6,119.6,89.9,79.2,33.4,20030.362,715.773,87.501,1210.0,51.61,70.6799378,93.88648,10.8,19.6,20.0,63.4,24.3,14.6,4.5,32.5,5.6,6.2,87.0,49.1,77.0,95.0,52.0,49.0,58.0,145.2
86.0,92.9,78.9,70.8,62.6,38.6,2193.843,60.426,5.123,1220.0,48.196,89.64732,73.73711,10.7,53.4,53.5,67.6,35.1,13.2,2.3,39.2,3.8,7.2,87.0,84.4,78.0,91.0,73.0,26.0,32.0,87.5
3.9,4.3,3.4,6.3,3.2,2.1,35.427,156.3825,0.002,183150.0,72.73599999999999,89.84058250999999,95.50092000000001,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,90.0,100.0,100.0,7.8
19.7,21.6,17.7,15.7,17.7,10.0,273.925,2.975,0.065,12660.0,76.835,89.84058250999999,95.05876,11.8,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,17.9
15.3,16.4,14.1,29.6,13.2,8.7,20766.037,465.516,7.332,2750.0,75.85,83.44464,99.08737,10.3,45.5,42.6,66.44999999999999,24.9,10.1,3.05,27.5,11.5,17.9,87.0,79.3,90.0,93.0,86.0,95.0,96.0,36.1
16.2,16.9,15.5,32.7,12.8,9.6,6422.772,143.762,2.325,12320.0,74.788,89.20996,95.50092000000001,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,22.4,87.0,68.25,94.0,98.0,90.0,97.0,97.0,44.1
7.7,8.6,6.7,16.5,6.7,5.0,3752.228,31.558,0.266,4780.0,75.67,97.88287,87.06523,4.5,56.7,17.6,29.0,9.6,1.4,0.4,10.4,4.0,25.6,87.0,62.0,99.0,100.0,98.0,95.0,99.0,18.8
4.4,4.8,4.0,6.6,4.0,3.1,7701.69,76.567,0.346,76380.0,82.338,89.84058250999999,99.18952,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,8.1
2.8,3.0,2.6,5.7,2.2,1.5,9440.747,113.203,0.311,53230.0,81.439,89.84058250999999,99.36721,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,6.7
124.1,129.1,119.0,126.6,78.0,39.4,162470.737,6457.908,755.685,1200.0,51.879,61.33857,57.55225,11.7,38.4,13.1,76.3,32.3,23.1,9.0,40.6,13.9,10.5,73.0,97.3,58.0,74.0,43.0,31.0,35.0,213.6
18.3,20.9,15.6,28.4,15.7,11.4,2751.273,50.146,1.004,4980.0,73.127,86.61514,82.37867,12.1,62.29999924,15.2,35.6,24.0,2.0,3.05,3.7,2.2,6.6,87.0,68.25,93.0,98.0,88.0,80.0,78.0,34.5
7.5,8.2,6.8,9.4,6.4,4.3,313085.38,4322.394,32.168,48450.0,78.531,89.84058250999999,95.73804,7.8,51.5,34.0,66.44999999999999,37.2,1.1,0.2,3.3,0.4,8.0,87.0,68.25,99.0,100.0,94.0,100.0,100.0,11.3
103.1,106.7,99.4,150.9,71.6,33.6,23929.708,889.115,86.036,470.0,50.239,56.10843,92.00423,16.0,63.2,41.1,85.5,51.5,14.9,4.1,42.6,5.9,7.4,100.0,25.1,47.0,77.0,29.0,18.0,38.0,225.7
5.6,6.4,4.7,13.9,3.9,2.6,9559.441,106.75,0.607,5830.0,70.349,99.6170606,92.01131,3.8,21.1,9.0,38.3,3.6,1.3,0.5,4.4,2.2,9.7,87.0,94.0,100.0,100.0,99.0,93.0,91.0,17.2
25.6,28.7,22.4,50.4,21.6,12.5,5869.859,137.86,3.643,1170.0,74.044,78.00298018,93.86945,8.9,54.0,30.6,76.1,42.9,5.5,0.8,21.7,1.4,6.2,2.0,96.8,85.0,98.0,68.0,52.0,63.0,66.1
106.0,109.4,102.5,106.8,67.9,30.8,9099.922,355.733,36.301,780.0,56.081,42.35942,93.80164,14.9,31.9,43.0,76.3,92.1,18.4,4.9,43.1,8.4,11.4,98.0,86.0,75.0,84.0,68.0,13.0,25.0,177.3
5.7,6.2,5.2,14.1,4.7,2.8,3307.481,35.239,0.21,12280.0,72.231,99.70005,95.6933,4.4,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,98.0,90.0,85.0,95.0,17.4
16.2,17.5,14.8,40.3,13.9,9.5,10594.057,179.434,2.98,4070.0,74.515,77.56113139,99.44593,5.3,87.4,6.2,61.1,15.4,3.3,3.05,9.0,3.4,8.8,87.0,96.65,94.0,99.0,90.0,85.0,96.0,51.1
4.5,5.0,4.0,7.5,4.1,2.6,22605.732,307.143,1.408,46200.0,81.907,89.84058250999999,97.19656,6.6,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,9.1
5.9,6.6,5.1,9.7,5.1,3.9,417.855,3.819,0.024,18620.0,79.634,92.36309006,93.81297,6.1,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,11.3
88.8,91.9,85.6,62.2,58.2,29.3,168.526,5.189,0.446,1360.0,64.666,89.19499,98.63821,7.8,45.4,51.4,73.9,20.0,13.1,3.1,29.3,10.5,11.6,44.0,85.6,89.0,89.0,88.0,26.0,30.0,96.0
46.7,49.5,43.8,48.2,34.6,19.2,50459.978,1052.42,47.429,6960.0,52.797,88.71725067,90.31857,9.25,61.09999847,8.0,49.0,31.0,8.7,3.05,23.9,4.7,6.6,44.0,68.25,91.0,99.0,79.0,79.0,86.0,62.3
5.8,6.2,5.3,15.1,4.9,3.5,38298.949,410.471,2.48,12480.0,76.126,99.51965,96.02223,5.9,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,94.0,100.0,90.0,85.0,96.0,17.3
64.8,69.3,60.1,68.8,46.7,25.8,12767.556,470.836,29.613,1070.0,59.318,49.69512652,78.01328,18.6,22.70000076,39.0,60.8,50.7,17.7,4.5,26.5,10.1,2.5,87.0,47.0,72.0,93.0,56.0,52.0,70.0,135.9
15.4,17.7,13.0,20.7,13.2,7.8,104.509,2.777,0.043,3580.0,72.317,99.01845558,95.50092000000001,3.0,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,96.0,98.0,24.5
120.5,121.9,119.1,128.6,76.0,37.7,10314.02,156.3825,43.412,4730.0,72.73599999999999,89.84058250999999,95.50092000000001,9.25,51.5,45.1,20.9,38.0,27.6,12.2,31.1,22.7,6.6,87.0,54.0,94.0,98.0,90.0,85.0,92.0,217.3
185.3,194.2,176.1,157.6,119.2,49.4,5997.486,226.798,42.084,340.0,47.794,42.11758,95.50092000000001,10.5,44.6,31.6,25.1,48.2,21.7,8.3,44.4,8.5,10.1,99.0,62.6,55.0,87.0,35.0,13.0,23.0,266.7
160.6,173.6,147.2,124.8,98.0,43.8,1547.061,58.786,8.967,600.0,48.132,54.18319,74.9957,11.0,54.6,38.3,43.3,64.9,18.1,4.6,32.2,5.8,3.2,100.0,11.7,64.0,91.0,53.0,20.0,44.0,210.4
50.6,53.6,47.5,82.7,39.3,22.0,10088.108,264.14,12.854,2040.0,66.618,91.16782546,95.50092000000001,6.3,63.8,60.4,82.6,39.8,4.3,0.8,27.1,1.4,8.5,21.0,88.8,88.0,96.0,71.0,27.0,35.0,119.5
4.4,4.8,4.0,6.6,4.0,3.1,7701.69,76.567,0.346,76380.0,82.338,89.84058250999999,99.18952,9.25,51.5,34.0,66.44999999999999,37.2,11.75,3.05,28.5,5.2,6.6,87.0,68.25,100.0,100.0,100.0,100.0,100.0,8.1
167.7,177.5,157.7,117.3,110.6,47.1,67757.577,2911.849,465.095,190.0,48.397,66.79862,95.50092000000001,9.5,42.5,37.0,51.5,52.5,24.2,8.4,43.4,8.5,6.6,98.0,58.6,45.0,79.0,27.0,24.0,24.0,181.4
